chemical_name,smiles,database_id,cas,odor_data,odor_labels_filtered
Anisyl isobutyrate,COc1ccc(COC(=O)C(C)C)cc1,182,71172-26-4,"Sweet, floral, mildly fruity","['fruity', 'floral', 'sweet']"
Anisyl phenylacetate,COc1ccc(COC(=O)Cc2ccccc2)cc1,183,102-17-0,"Weak balsamic, rosy odor with honey notes; honey-balsamic taste","['honey', 'balsamic', 'rose']"
Anisyl propionate,CCC(=O)OCc1ccc(OC)cc1,184,7549-33-9,"Sweet, herbal-fruity, floral, vanilla with fruity taste","['fruity', 'vanilla', 'herbal', 'floral', 'sweet']"
Arachidonic acid,CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O,187,506-32-1,"Fatty; Develops fatty, fishy notes on oxidation","['fatty', 'fishy']"
Artemisia Ketone,C=CC(C)(C)C(=O)C=C(C)C,189,546-49-6,"Green herbaceous artemisia odor, with some honey, mint & berry like notes","['green', 'honey', 'berry', 'herbal', 'mint']"
Ascorbic acid,O=C1C(O)=C(O)OC1C(O)CO,190,50-81-7,"Odorless with a sharp, pleasant acid taste",['odorless']
Benzaldehyde diethyl acetal,CCOC(OCC)c1ccccc1,193,774-48-1,"Sweet aromatic, mild, green-spicy bitter almond odor","['spicy', 'green', 'almond', 'aromatic', 'sweet']"
Benzaldehyde dimethyl acetal,COC(OC)c1ccccc1,194,1125-88-8,"Sweet, green  nutty, reminscent of bitter-almond odor and flavor","['green', 'nutty', 'almond', 'sweet']"
Benzaldehyde ethyl methyl acetal,CCOC(OC)c1ccccc1,195,,"Mild, green odor, reminiscent of' the odor of Bitter Almond.","['green', 'almond']"
Benzaldehyde glyceryl acetal,OCC(O)/C(O)=C/c1ccccc1,196,1319-88-6,Faint odor reminiscent of bitter almond,['almond']
Benzaldehyde propylene glycol acetal,CC1COC(c2ccccc2)O1,197,2568-25-4,"Practically odorless; faint cherry, bitter almond","['cherry', 'almond', 'odorless']"
Benzaldehyde,O=Cc1ccccc1,198,100-52-7,Odor of bitter almond oil; characteristic sweet cherry taste,['almond']
Benzenethiol,Sc1ccccc1,199,108-98-5,"Burnt rubber, meaty, burnt-like on dilution","['burnt', 'meaty']"
Benzofurancarboxaldehyde,O=Cc1cc2ccccc2o1,200,4265-16-1,"Sweet coumarin-like odor, tonka-bean caramellic almond like taste","['coumarinic', 'sweet']"
Benzoic acid,O=C(O)c1ccccc1,201,65-85-0,"Very weak, balsamic odor and burning taste",['balsamic']
Benzoin,O=C(c1ccccc1)C(O)c1ccccc1,202,119-53-9,"Faint, sweet, nondescript spicy camphor notes","['spicy', 'camphoreous', 'sweet']"
Benzonitrile,N#Cc1ccccc1,203,100-47-0,"Cherry, bitter almond like","['cherry', 'almond']"
Benzophenone,O=C(c1ccccc1)c1ccccc1,204,119-61-9,"Rose-like, geranium-like odor",['rose']
Benzothiazole,c1ccc2scnc2c1,205,95-16-9,"Burnt, Sulfuraceous, vegetative, cooked, beefy and coffee-like","['vegetable', 'burnt', 'coffee', 'sulfurous', 'beefy']"
Benzyl acetate,CC(=O)OCc1ccccc1,206,140-11-4,"Sweet, floral, fruity odor of jasmin and gardenia, fruity taste","['fruity', 'jasmine', 'floral', 'sweet']"
Benzyl acetoacetate,CC(=O)CC(=O)OCc1ccccc1,207,5396-89-4,"Pleasant, fresh, floral, balsamic fruity  odor","['fruity', 'balsamic', 'fresh', 'floral']"
Benzyl alcohol,OCc1ccccc1,208,100-51-6,"Faint, sweet, almond fruity aroma; sweet, but somewhat chemical taste","['fruity', 'almond', 'sweet']"
Benzyl benzoate,O=C(OCc1ccccc1)c1ccccc1,209,120-51-4,"Faint, sweet, balsamic with slight bitter, fruity notes","['fruity', 'balsamic', 'sweet']"
Benzyl butyl ether,CCCCOCc1ccccc1,210,588-67-0,"Sweet, sharp, fruity, floral (rose-geranium) odor; used in fruit flavors","['rose', 'fruity', 'sharp', 'floral', 'sweet']"
Benzyl butyrate,CCCC(=O)OCc1ccccc1,211,103-37-7,"Fruity floral, plum-apricot aroma; plum, apricot-pear-like tropical flavor","['fruity', 'floral', 'apricot', 'plum']"
Benzyl cinnamate,O=C(/C=C/c1ccccc1)OCc1ccccc1,212,103-41-3,"Sweet, balsamic, floral odor and a balsamic coumarinic honey-like taste","['balsamic', 'floral', 'sweet']"
Benzyl butenoate,C/C=C/C(=O)OCc1ccccc1,213,65416-24-2,"Warm, herbaceous, mild spicy","['spicy', 'warm', 'herbal']"
Benzyl decanoate,CCCCCCCCCC(=O)OCc1ccccc1,214,42175-41-7,"Faint fatty-waxy, slightly floral","['floral', 'fatty', 'waxy']"
Benzyl dimethylcrotonate,CC(C)=C(C)C(=O)OCc1ccccc1,215,7492-69-5,"Herbaceous, spicy, fruity odor","['fruity', 'spicy', 'herbal']"
Benzyl disulfide,c1ccc(CSSCc2ccccc2)cc1,216,150-60-7,"Harsh, burnt-caramellic, earthy, green sulfurous odor","['caramellic', 'green', 'earthy', 'burnt', 'sulfurous']"
Benzyl dodecanoate,CCCCCCCCCCCC(=O)OCc1ccccc1,217,140-25-0,Extremely weak fatty odor,['fatty']
Benzyl ethyl ether,CCOCc1ccccc1,218,539-30-0,"Sharp, fruity odor & taste","['fruity', 'sharp']"
Benzyl formate,O=COCc1ccccc1,219,104-57-4,"Strong, fresh fruity; cherry, raspberry, blueberry nuance flavor","['fruity', 'fresh', 'cherry']"
Benzyl hexanoate,CCCCCC(=O)OCc1ccccc1,220,6938-45-0,"Sweet fruity, with pineapple, tropical, green, floral, apricot, peach note","['apricot', 'green', 'fruity', 'tropical', 'peach', 'pineapple', 'floral', 'sweet']"
Benzyl isobutyrate,CC(C)C(=O)OCc1ccccc1,221,103-28-6,"Fruity, floral odor and a sweet, fruity berry-like taste","['fruity', 'floral']"
Benzyl isothiocyanate,S=C=NCc1ccccc1,222,622-78-6,"Pungent, hot vegetative, radish-horseradish-cress like; papaya note","['radish', 'horseradish', 'vegetable', 'pungent']"
Benzyl isovalerate,CC(C)CC(=O)OCc1ccccc1,223,103-38-8,"Fruity, herbaceous, with apple, tobacco, cheese notes","['apple', 'fruity', 'tobacco', 'herbal', 'cheesy']"
Benzyl lactate,CC(O)C(=O)OCc1ccccc1,224,2051-96-9,"Bland weak sweet, caramellic, dairy fruity note","['caramellic', 'fruity', 'dairy', 'sweet']"
Benzyl mercaptan,SCc1ccccc1,225,100-53-8,"Intense, garlic, onion like odor, vegetative-leek-radish, coffee taste","['onion', 'garlic']"
Benzyl methyl ether,COCc1ccccc1,226,538-86-3,"Strange metallic, fruity-rose odor","['fruity', 'rose', 'metallic']"
Benzyl methyl sulfide,CSCc1ccccc1,227,766-92-7,"Sulfurous; horseradish, burnt, meaty, roasted savory","['meaty', 'roasted', 'savory', 'burnt', 'horseradish', 'sulfurous']"
Benzyl methylbutyrate,CCC(C)C(=O)OCc1ccccc1,228,56423-40-6,"Fruity, apple-tropical like odor","['fruity', 'apple', 'tropical']"
Benzyl octanoate,CCCCCCCC(=O)OCc1ccccc1,229,10276-85-4,"Fruity, peach, slightly fatty floral","['floral', 'fruity', 'fatty', 'peach']"
Benzyl octyl ether,CCCCCCCCOCc1ccccc1,230,54852-64-1,"Aromatic, floral, balsamic; slightly fruity, earthy (See comments)","['earthy', 'fruity', 'balsamic', 'aromatic', 'floral']"
Benzyl phenylacetate,O=C(Cc1ccccc1)OCc1ccccc1,231,102-16-9,"Weak, sweet floral odor and slight honey-like taste","['floral', 'sweet']"
Benzyl propionate,CCC(=O)OCc1ccccc1,232,122-63-4,"Fruity, floral (jasmin) odor & banana, melon, pineapple-peach flavor","['fruity', 'floral', 'jasmine']"
Benzyl salicylate,O=C(OCc1ccccc1)c1ccccc1O,233,118-58-1,"Weak, sweet,  balsamic odor; sweet, balsamic, slightly medicinal flavor","['balsamic', 'sweet']"
Benzyl tiglate,C/C=C(\C)C(=O)OCc1ccccc1,234,37526-88-8,"Mushroom-like odor with rose undertone; balsamic, spice, nutty flavor","['rose', 'mushroom']"
Benzyl valerate,CCCCC(=O)OCc1ccccc1,235,10361-39-4,Stong fruity odor and faintly musky; apple & tobacco notes,"['apple', 'fruity', 'tobacco', 'musk']"
Benzylheptanone,CCCC(=O)C(CC)Cc1ccccc1,236,7492-37-7,"Fruity, plum-raisin-berry, minty nuance odor; fruity waxy floral flavor","['fruity', 'berry', 'plum', 'mint']"
Biphenyl,c1ccc(-c2ccccc2)cc1,237,92-52-4,"Metallic geranium-rose odor; neroli, bergamot & cinnamon at 2 ppm taste","['rose', 'metallic']"
Bis-Methylthiomethane,CSCSC,238,1618-26-4,"Alliaceous, onion, chives, meaty, truffle, mushroom notes","['meaty', 'alliaceous', 'onion', 'mushroom']"
Bisabolene,CC(C)=CCC/C(C)=C1\CC=C(C)CC1,239,495-62-5,"Sweet, balsamic odor, Citrus, woody, Myrrh, fruity, tropical, floral","['citrus', 'fruity', 'tropical', 'woody', 'balsamic', 'floral', 'sweet']"
Bisabolene,CC(C)=CC/C=C(\C)C1CC=C(C)CC1,240,17627-44-0,"Sweet, balsamic odor, Citrus, woody, Myrrh, tropical, floral","['citrus', 'tropical', 'woody', 'balsamic', 'floral', 'sweet']"
Bisabolene,C=C(CCC=C(C)C)[C@H]1CC=C(C)CC1,241,495-61-4,"Sweet, balsamic odor, Citrus, woody, Myrrh, tropical, floral","['citrus', 'tropical', 'woody', 'balsamic', 'floral', 'sweet']"
Bisabolol,CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1,242,23089-26-1,"Mild floral note, contributes a lemon fruity character","['lemon', 'fruity', 'floral']"
Bisdimethylfuryl disulfide,Cc1cc(SSc2cc(C)oc2C)c(C)o1,243,28588-73-0,Roasted-meat aroma and a cooked-meat taste,"['meaty', 'roasted']"
Bisethylthioethane,CCSC(C)SCC,244,14252-42-7,"Tropical fruit, sulfurous, mercaptan, meat, coffee, alliaceous","['meaty', 'fruity', 'alliaceous', 'tropical', 'coffee', 'sulfurous']"
Bisfurfuryl disulfide,c1coc(CSSCc2ccco2)c1,245,4437-20-1,"Powerful mercaptan-like; In dilution roasted, coffee, meaty","['sulfurous', 'roasted', 'coffee', 'meaty']"
Bisfurfuryl sulfide,c1coc(CSCc2ccco2)c1,246,13678-67-6,"Roasted, earthy mushroom, burnt, coffee, meaty odor, savory","['roasted', 'meaty', 'earthy', 'savory', 'burnt', 'coffee', 'mushroom']"
Bismethylfuryl disulfide,Cc1occc1SSc1ccoc1C,247,28588-75-2,Cooked meat aroma; meaty fullness,['meaty']
Bismethylfuryl tetrasulfide,Cc1coc(SSSSc2occ(C)c2C)c1C,248,28588-76-3,Braised beef taste and aroma,"['beefy', 'meaty']"
Borneol,CC1(C)C2CCC1(C)C(O)C2,249,507-70-0,"Sharp, camphoraceous, coniferous, woody, peppery odor reminiscent of mint","['sharp', 'camphoreous', 'woody', 'mint']"
Bornyl acetate,CC(=O)OC1CC2CCC1(C)C2(C)C,250,76-49-3,"Sweet, herbaceous, piney odor reminiscent of pine needles","['pine', 'sweet', 'herbal']"
Bornyl acetate,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,251,5655-61-8,"Pine-needle aroma, sweet herbaceous, slight balsamic","['pine', 'balsamic', 'sweet', 'herbal']"
Bornyl butyrate,CCCC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,252,13109-70-1,"Fruity-herbaceous, woody-mossy, fir cone-like","['fruity', 'herbal', 'woody']"
Bornyl formate,CC1(C)C2CCC1(C)C(OC=O)C2,253,7492-41-3,"Green, coniferous, earthy pine note; a sweet, green woody taste","['green', 'earthy', 'pine']"
Bornyl isovalerate,CC(C)CC(=O)OC1CC2CCC1(C)C2(C)C,254,76-50-6,"Herbaceous, earthy, green, fruity; similar to valerian oil/borneol","['green', 'earthy', 'fruity', 'camphoreous', 'herbal', 'woody', 'mint']"
Bornyl valerate,CCCCC(=O)O[C@@H]1CC2CCC1(C)C2(C)C,255,7549-41-9,"Woody-herbaceous, piney, fruity & tobacco notes","['pine', 'fruity', 'tobacco', 'herbal', 'woody']"
Bourbonene,C=C1CCC2C1C1C(C(C)C)CCC21C,256,5208-59-3,"Woody, herbal-balsamic, slightly earthy with hint of mint notes","['earthy', 'herbal', 'woody', 'balsamic', 'mint']"
Bovolide,CCCC/C=C1/OC(=O)C(C)=C1C,257,774-64-1,"Celery, lovage, dairy lactonic notes; contributes to butter flavor",['dairy']
Butanal diethyl acetal,CCCC(OCC)OCC,259,3658-95-5,"Ethereal, green, fruity, slightly fermented","['green', 'fruity', 'fermented', 'ethereal']"
Butanal ethyl amyl acetal,CCCCCOC(CCC)OCC,260,3658-92-2,"Ethereal, green, cognac, alcoholic, fermented","['alcoholic', 'ethereal', 'green', 'fermented', 'cognac']"
Butanal ethyl isoamyl acetal,CCCC(OCC)OCCC(C)C,261,238757-30-7,"Ethereal, green, fruity, alcoholic, slightly fermented","['alcoholic', 'ethereal', 'green', 'fruity', 'fermented']"
Butanedithiol,CCC(S)CS,264,16128-68-0,"Sulfuraceous; garlic-burnt meaty, contributes to Meat aroma","['sulfurous', 'burnt', 'garlic', 'meaty']"
Butanedithiol,CC(S)CCS,265,24330-52-7,"Sulfuraceous; garlic-onion, contributes to Meat flavors on dilution","['onion', 'sulfurous', 'garlic']"
Butanedithiol,CC(S)C(C)S,266,4532-64-3,"Sulfurous, fatty and roast beef-like with egg-salami-pork notes","['roasted', 'meaty', 'fatty', 'sulfurous', 'beefy']"
Butanedithiol,SCCCCS,267,1191-08-8,"Sulfurous, burnt, meaty in dilution","['sulfurous', 'burnt', 'meaty']"
Butanethiol,CCCCS,268,109-79-5,"Sulfurous, roasted, meaty-beefy, savory, onion-garlic, egg & cheese nuance","['meaty', 'roasted', 'garlic', 'savory', 'onion', 'sulfurous', 'beefy', 'cheesy']"
Butanethiol,CCC(C)S,269,513-53-1,"Sulfurous, beef, poultry, leek and onion-like in dilution","['meaty', 'onion', 'chicken', 'sulfurous', 'beefy']"
Butanol,CCC(C)O,270,78-92-2,"Fermented, fusel-alcoholic notes, oily wine-like,","['alcoholic', 'solvent', 'oily', 'fermented', 'winey']"
Butanone,CCC(C)=O,271,78-93-3,"Sweet, solvent, acetone-like ketonic odor; fruity camphor odor","['ketonic', 'solvent', 'fruity', 'camphoreous', 'sweet']"
Butenal diethyl acetal,C/C=C/C(OCC)OCC,272,10602-34-3,"Pungent, sharp, ethereal, herbaceous, fruity","['ethereal', 'fruity', 'sharp', 'herbal', 'pungent']"
Butenal,C/C=C/C=O,273,123-73-9,Sharp warm spicy odor,"['spicy', 'sharp', 'warm']"
Butenoic acid,C/C=C/C(=O)O,274,3724-65-0,"Acidic, sharp sour with spicy caramellic notes; weal milky flavor","['spicy', 'caramellic', 'sour', 'milky', 'sharp', 'burnt']"
Butenol,C/C=C\CO,275,6117-91-5,"Sweet, gassy, ethereal, slightly fruity","['fruity', 'gasoline', 'sweet', 'ethereal']"
Butenol,C=CC(C)O,276,598-32-3,"Gassy, green, somewhat fermented diffusive odor","['green', 'fermented', 'gasoline']"
Hydroxybutenoic acid gamma-lactone,O=C1C=CCO1,277,497-23-4,"Sweet, winey, burnt, somewhat sharp (see comments)","['winey', 'sharp', 'sweet', 'burnt']"
Butenone,C=CC(C)=O,278,78-94-4,"Sharp, pungent, gassy; sweet ethereal in extreme dilution","['ethereal', 'gasoline', 'sharp', 'pungent', 'sweet']"
Butenyl methyl sulfide,CCC=CSC,279,32951-19-2,"Alliacious, onion, garlic, savory","['onion', 'alliaceous', 'garlic', 'savory']"
Butoxyethanol,CCCCOCCO,280,111-76-2,"Weak oily, pleasant ethereal, alcoholic, somewhat fruity","['oily', 'fruity', 'alcoholic', 'ethereal']"
Butoxyethyl acetate,CCCCOCCOC(C)=O,281,112-07-2,"Weak, sweet ethereal-fruity, pungent warm odor, radish type notes.","['ethereal', 'radish', 'fruity', 'warm', 'pungent', 'sweet']"
Butyl acetate,CCC(C)OC(C)=O,284,105-46-4,Sweet fruity-pear-banana odor; somewhat ethereal-yeasty,"['ethereal', 'fruity', 'banana', 'pear', 'sweet']"
Butyl acetate,CCCCOC(C)=O,285,123-86-4,"Strong, sweet, fruity; banana, pear, pineapple notes","['fruity', 'banana', 'pear', 'pineapple', 'sweet']"
Butyl acetoacetate,CCCCOC(=O)CC(C)=O,286,591-60-6,"Sweet, winey, brandy-like, fermented-fruit-like odor","['fruity', 'fermented', 'winey', 'sweet', 'brandy']"
Butyl acetolactate,CCCCOC(=O)C(C)OC(C)=O,287,5422-69-5,"Somehate fruity, milky, cream","['fruity', 'milky', 'creamy']"
Butyl alcohol,CCCCO,288,71-36-3,"Breathtaking, winey, fusel oil-like","['winey', 'alcoholic', 'solvent']"
Butyl angelate,C/C=C(/C)C(=O)OCCCC,289,7785-64-0,"Sweet, herbal, fruity, floral with winey, caramelic, chamomille notes","['caramellic', 'fruity', 'herbal', 'chamomile', 'winey', 'floral', 'sweet']"
Butyl anthranilate,CCCCOC(=O)c1ccccc1N,290,7756-96-9,"Sweet, grape-like and fruity with winey white-flower & berry notes","['fruity', 'grape', 'berry', 'winey', 'sweet']"
Butyl benzoate,CCCCOC(=O)c1ccccc1,291,136-60-7,"Mild, fruity balsamic with a woody spicy note","['woody', 'fruity', 'balsamic', 'spicy']"
Butyl butanoate,CCCC(=O)OC(C)CC,292,819-97-6,"Sweet, fruity, banana-apple-pear-apricot-pineapple-rum notes","['apple', 'apricot', 'fruity', 'banana', 'pear', 'pineapple', 'sweet', 'rum']"
Butyl butenoate,CC=CC(=O)OCCCC,293,591-63-9,"Fruity, green, herbal, pineapple, rum, cognac, apple in dilution","['apple', 'green', 'fruity', 'cognac', 'herbal', 'pineapple', 'rum']"
Butyl butyrate,CCCCOC(=O)CCC,294,109-21-7,"Strong, sweet, fruity, banana-pear-pineapple-apple notes","['apple', 'fruity', 'banana', 'pear', 'pineapple', 'sweet']"
Butyl butyrylglycolate,CCCCOC(=O)COC(=O)CCC,295,94022-04-5,"Fruity, caramellic, somehat creamy, fatty and dairy-like","['creamy', 'caramellic', 'fruity', 'fatty', 'dairy']"
Butyl butyryllactate,CCCCOC(=O)C(C)OC(=O)CCC,296,7492-70-8,"Sweet-sour-fruity-buttermilk odor, creamy, dairy, buttery, milky flavor","['sour', 'fruity', 'sweet', 'buttery']"
Butyl cinnamate,CCCCOC(=O)/C=C/c1ccccc1,297,538-65-8,"Sweet, balsamic, fruity-cocoa notes","['fruity', 'balsamic', 'cocoa', 'sweet']"
Butyl decadienoate,CCCCC/C=C\C=C\C(=O)OCCCC,298,28369-24-6,"Fruity pear like, with green fatty notes","['green', 'fruity', 'fatty', 'pear']"
Butyl decanoate,CCCCCCCCCC(=O)OCCCC,299,30673-36-0,"Oily, sweet, Brandy, whisky, cognac, slight fruity","['oily', 'fruity', 'cognac', 'sweet', 'brandy']"
Butyl decenoate,CCCCCCC/C=C/C(=O)OCCCC,300,7492-45-7,"Rich, green-waxy, fruity-milky-coconut-peach-apricot notes","['apricot', 'green', 'fruity', 'milky', 'coconut', 'waxy', 'peach']"
Butyl ethyl ether,CCOC(C)CC,301,2679-87-0,"Ethereal, fresh fruity-berry odor; fruity berry taste","['fruity', 'fresh', 'ethereal', 'berry']"
Butyl ethyl malonate,CCCCOC(=O)CC(=O)OCC,302,17373-84-1,"Oily, green-winey, apple odor and fruity herbal-green, slight woody taste","['green', 'oily', 'apple', 'winey']"
Butyl formate,CCCCOC=O,303,592-84-7,"Ethereal, volatile, plum & rum-like odor and rum-brandy taste","['rum', 'ethereal', 'plum']"
Butyl formate,CCC(C)OC=O,304,589-40-2,"Fresh fruity, somewhat rum-like notes","['fruity', 'fresh', 'rum']"
Butyl furoate,CCCCOC(=O)c1ccco1,305,583-33-5,"Fruity, somewhat caramellic flavor","['fruity', 'caramellic']"
Butyl heptanoate,CCCCCCC(=O)OCCCC,306,5454-28-4,"Fruity, green-herbal apple-like odor and taste","['green', 'fruity', 'apple', 'herbal']"
Butyl hexadecanoate,CCCCCCCCCCCCCCCC(=O)OCCCC,307,111-06-8,Mild fatty-waxy; adds mouthfeel,"['fatty', 'waxy']"
Butyl hexanoate,CCCCCC(=O)OCCCC,308,626-82-4,"Fruity, pineapple, green, waxy, tutti-fruitti, berry, juicy, fermented","['green', 'fruity', 'fermented', 'waxy', 'berry', 'pineapple']"
Butyl hexanoate,CCCCCC(=O)OC(C)CC,309,820-00-8,Intensive fruity notes,['fruity']
Butyl hexenoate,CCCC=CC(=O)OCCCC,310,13416-74-5,"Green, fruity, somewhat banana & apple nuances","['green', 'fruity', 'apple', 'banana']"
Butyl hexenoate,CC/C=C/CC(=O)OCCCC,311,118869-62-8,"Fruity, green, apple, tropical notes","['green', 'fruity', 'apple', 'tropical']"
Butyl hydroxybenzoate,CCCCOC(=O)c1ccc(O)cc1,312,94-26-8,Almost odorless and tasteless; antimicrobial preservative,['odorless']
Butyl isobutyrate,CCCCOC(=O)C(C)C,313,97-87-0,"Strong, fruity odor; apple, pineapple-apple-tropical like taste",['fruity']
Butyl isothiocyanate,CCCCN=C=S,314,592-82-5,"Pungent, green vegetable, hot, cabbage, mustard, radish-like","['radish', 'green', 'cabbage', 'vegetable', 'pungent']"
Butyl isovalerate,CCCCOC(=O)CC(C)C,315,109-19-3,"Ethereal, fruity, apple-banana odor, pineapple fruity taste","['fruity', 'apple', 'banana', 'ethereal']"
Butyl lactate,CCCCOC(=O)C(C)O,316,138-22-7,"Light, sweet, buttery, caramellic odor; creamy, milky, nutty flavor","['caramellic', 'sweet', 'buttery']"
Butyl lactate,CCC(C)OC(=O)C(C)O,317,18449-60-0,"Weak, sweet, dairy-buttery caramellic with fruity undernote","['caramellic', 'fruity', 'dairy', 'sweet', 'buttery']"
Butyl laurate,CCCCCCCCCCCC(=O)OCCCC,318,106-18-3,"Mild, fatty-oily, peanut oil-like, somewhat weak fruity odor","['oily', 'fatty', 'fruity']"
Butyl levulinate,CCCCOC(=O)CCC(C)=O,319,2052-15-5,"Weak, sweet, fruity, waxy-fatty, caramellic, savory, slight astringency","['caramellic', 'fruity', 'fatty', 'savory', 'waxy', 'sweet']"
Butyl methylbutanethioate,CCC(C)SC(=O)CC(C)C,320,2432-91-9,"Sulfurous, green-vegetative galbanum notes; cheese & tropical fruit","['vegetable', 'green', 'fruity', 'tropical', 'sulfurous', 'cheesy']"
Butyl methylbutenethioate,CCC(C)SC(=O)C=C(C)C,321,34322-09-3,"Sulfurous, green-vegetative galbanum notes; cheese & tropical fruit","['vegetable', 'green', 'fruity', 'tropical', 'sulfurous', 'cheesy']"
Butyl methylbutyrate,CCCCOC(=O)C(C)CC,322,15706-73-7,"Fruity, apple-pineapple, tropical odor; pineapple, apple, tropical taste","['fruity', 'apple', 'pineapple', 'tropical']"
Butyl methylcrotonate,C/C=C(\C)C(=O)OCCCC,323,,"Sweet herbaceous, fruity caramellic, chamomille notes","['caramellic', 'ethereal', 'fruity', 'herbal', 'chamomile', 'floral', 'sweet']"
Butyl methylvalerate,CCCCOC(=O)C(C)CCC,324,6297-41-2,"Typical herbaceous, fruity camomille flower character","['fruity', 'herbal', 'chamomile']"
Butyl myristate,CCCCCCCCCCCCCC(=O)OCCCC,325,110-36-1,Mild fatty-waxy,"['fatty', 'waxy']"
Butyl nonanoate,CCCCCCCCC(=O)OCCCC,326,50623-57-9,"Oily,  fruity-rosy, winey, cognac","['rose', 'oily', 'fruity', 'cognac', 'winey']"
Butyl octanoate,CCCCCCCC(=O)OCCCC,327,589-75-3,"Weak fruity, slightly green, oily, weak floral; fruity, slight green taste","['green', 'fruity', 'floral', 'oily']"
Butyl octenoate,CCCCC/C=C\C(=O)OCCCC,328,57403-32-4,"Oily, green, fruity, somewhat pear like","['green', 'oily', 'fruity', 'pear']"
Butyl oleate,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,329,142-77-8,"Weak fatty, some fishy-oily notes","['oily', 'fatty', 'fishy']"
Butyl phenylacetate,CCCCOC(=O)Cc1ccccc1,330,122-43-0,"Sweet, rose-honey aroma; sweet honey taste","['honey', 'rose', 'sweet']"
Butyl propionate,CCCCOC(=O)CC,331,590-01-2,"Ethereal, fruity, rum, apricot, banana odor and fruity, rum-like taste","['apricot', 'ethereal', 'fruity', 'banana', 'rum']"
Butyl propionate,CCC(=O)OC(C)(C)C,332,20487-40-5,"Brandy, rum-like, fruity odor and taste","['fruity', 'rum', 'brandy']"
Butyl stearate,CCCCCCCCCCCCCCCCCC(=O)OCCCC,334,123-95-5,"Odorless or faint, fatty, fruity odor; adds mouthfeel","['odorless', 'fruity', 'fatty']"
Butyl sulfide,CCCCSCCCC,335,544-40-1,"Green, onion-garlic-horseradish; violet green floral in dilution","['green', 'garlic', 'onion', 'violet', 'horseradish', 'floral']"
Butyl undecenoate,C=CCCCCCCCCC(=O)OCCCC,336,109-42-2,"Fatty-waxy, buttery, wine-brandy notes; creamy buttery, fatty vinous taste","['fatty', 'waxy', 'buttery', 'winey', 'brandy']"
Butyl valerate,CCCCOC(=O)CCCC,337,591-68-4,"Ethereal, mixed fruity odor; apple-pineapple-banana berry-like taste","['fruity', 'ethereal']"
Butylamine,CCCCN,338,109-73-9,Mild ammonia fishy like odor/taste; on dilution a blue cheese nuance,"['fishy', 'cheesy']"
